,title,text,clean_text
41,"Battery Software: Developer and Tester , Reference 23288","Apply here
Assignment Description and Requirements
Develop our inhouse software for batteries. Work in a small cross-functional team responsible for
the complete delivery for the battery software, quality, diagnostics and testing. You will work in an
exciting project where a high performance electrical premium sedan is developed. You shall
have experience in Matlab Simulink, Matlab Editor, ETAS INCA, CANalyzer. It is very important
that the person have experience in electrical drivetrain knowledge and domain knowledge about
batteries.

English only is sufficient language skill for this assignment
Other relevant information
Are you available and the assignment seems interesting, click the ""Apply now"". Before you respond to an assignment, make sure that your skills profile (CV) is updated, correct and clearly describing your suitability for the job.","apply here . assignment description and requirements . develop our inhouse software for batteries . work in a small cross - functional team responsible for . the complete delivery for the battery software , quality , diagnostics and testing . you will work in an . exciting project where a high performance electrical premium sedan is developed . you shall . have experience in matlab simulink , matlab editor , etas inca , canalyzer . it is very important . that the person have experience in electrical drivetrain knowledge and domain knowledge about . batteries . english only is sufficient language skill for this assignment . other relevant information . are you available and the assignment seems interesting , click the "" apply now . before you respond to an assignment , make sure that your skills profile ( cv ) is updated , correct and clearly describing your suitability for the job . "
42,"Software developer and test engineer - Energy Management - Automotive, Referens 21796","Ansök här
Uppdragsbeskrivning och krav
We are looking for a software developer and test engineer to our Clients Energy Manager Development team, which currently consists of seven fun and curious engineers with a diverse background. The team’s main responsibility is the develop and deliver verified software components within the area of Vehicle Energy Management and Driver Coaching, making up functionalities like; Electrical Distance to Empty (range prediction), route based optimized charge/discharge of electric energy, predictive thermal management, smart pre-conditioning, eco coach, etc. The purpose is to minimize the energy consumption of the vehicle, actively or by coaching the driver. Solutions are developed for all types of vehicles (hybrids and fully electric).

We seek someone who is open minded and curious with a good ability to cooperate. You have good communication skills, both orally and in writing, and the ability to cope with many topics in parallel. You are a technical-minded team player who appreciate to work with different cultures. Besides being customer focused, you have a strong analytical capability, is structured and organized in daily work.
You have 3-5 years of work experience in the relevant field, and holds a bachelor, Master or PhD degree in engineering.
You bring experience from software development, preferably both model based and C++/Java. If you have extensive testing experience it is highly appreciated (mainly unit testing and MIL/SIL)
Knowledge of low level programming as well as experience of agile development methods is meritorious.
We assume that you communicate fluently in English (speech and writing) and have a driving license (level B) enabling testing in vehicles.

Main responsibilities
• Break down incoming requirements
• Implement and verify new functionality
• Design test cases and perform tests
• Document the solution and write calibration guidelines
• Contribute with a broad perspective of technical details

Required qualifications
• Experience of software development in Matlab/Simulink/TargetLink
• Experience of unit testing in SIL environment
• Experience from automotive software development
• Experience from scrum is a merit
• Knowledge of low level programming is a merit
• University degree in engineering (Bachelor, Master or PhD)
• Fluent in English (spoken and written)
• Driver license (level B)

Personal qualities
• Ambitious and driven
• A team-player with high communication skills
• Ability to put end customer in focus
• Result-oriented and make things happen
• Structured with good ability to plan daily and future work effectively

English only is sufficient language skill for this assignment
Övrig relevant information
Är du tillgänglig och uppdraget känns intressant, klicka på knappen ""Ansök här"". Innan du svarar på ett uppdrag, var noga med att din kompetensprofil (CV) är uppdaterad, korrekt och tydligt beskriver att du är lämplig för uppdraget.

","ansök här . uppdragsbeskrivning och krav . we are looking for a software developer and test engineer to our clients energy manager development team , which currently consists of seven fun and curious engineers with a diverse background . the team ’ s main responsibility is the develop and deliver verified software components within the area of vehicle energy management and driver coaching , making up functionalities like ; electrical distance to empty ( range prediction , route based optimized charge / discharge of electric energy , predictive thermal management , smart pre - conditioning , eco coach , etc . the purpose is to minimize the energy consumption of the vehicle , actively or by coaching the driver . solutions are developed for all types of vehicles ( hybrids and fully electric . we seek someone who is open minded and curious with a good ability to cooperate . you have good communication skills , both orally and in writing , and the ability to cope with many topics in parallel . you are a technical - minded team player who appreciate to work with different cultures . besides being customer focused , you have a strong analytical capability , is structured and organized in daily work . you have 3 - 5 years of work experience in the relevant field , and holds a bachelor , master or phd degree in engineering . you bring experience from software development , preferably both model based and c++ / java . if you have extensive testing experience it is highly appreciated ( mainly unit testing and mil / sil . knowledge of low level programming as well as experience of agile development methods is meritorious . we assume that you communicate fluently in english ( speech and writing ) and have a driving license ( level b ) enabling testing in vehicles . main responsibilities • break down incoming requirements • implement and verify new functionality • design test cases and perform tests • document the solution and write calibration guidelines • contribute with a broad perspective of technical details . required qualifications • experience of software development in matlab / simulink / targetlink • experience of unit testing in sil environment • experience from automotive software development • experience from scrum is a merit • knowledge of low level programming is a merit • university degree in engineering ( bachelor , master or phd • fluent in english ( spoken and written • driver license ( level b . personal qualities • ambitious and driven • a team - player with high communication skills • ability to put end customer in focus • result - oriented and make things happen • structured with good ability to plan daily and future work effectively . english only is sufficient language skill for this assignment . övrig relevant information . är du tillgänglig och uppdraget känns intressant , klicka på knappen "" ansök här . innan du svarar på ett uppdrag , var noga med att din kompetensprofil ( cv ) är uppdaterad , korrekt och tydligt beskriver att du är lämplig för uppdraget . "
43,"Remote - Application Engineer Warranty - Gasturbiner, Reference 23551","Apply here
Assignment Description and Requirements
Assignment

The mission of the Application Engineer Warranty (AEW) is to support and give recommendation to the warranty project manager with technical knowledge of the products on issues associated to warranty scope and coordinate with materials coordinator to assure smooth implementation. The AEW has to understand requirements from customers, to translate those requirements into implementation and to make sure that customers are satisfied.


The application engineer warranty shall provide an insightful knowledge of the products. The major assignments are but not exclusive to:
• Understand the products thoroughly
• Identify customer requirements(understanding the claims)
• Investigate warranty claims
• Assume necessary technical relationship with customers
• Participate in customer meeting
• Discuss with purchasing department or sub-suppliers to explain our requirements, if needed
• Coordinate with engineering department
• Formulate site plan and schedule to ensure customer’s deadlines are met
• Report results and current situation to customers(investigation report, field service report, technical report and etc)
• Notify R&D department of general/common faults
• Prepare task lists, equipments, instruments or other related tools for implementation
• Resolve customer issues or difficulties in a manner that is consistent with company mission, values and financial objective

Other relevant information
Period
2021-06-11 to 2022-06-10
Placering: Remote
Timpris: 600-700 kr

Are you available and the assignment seems interesting, click the ""Apply now"". Before you respond to an assignment, make sure that your skills profile (CV) is updated, correct and clearly describing your suitability for the job.
","apply here . assignment description and requirements . assignment . the mission of the application engineer warranty ( aew ) is to support and give recommendation to the warranty project manager with technical knowledge of the products on issues associated to warranty scope and coordinate with materials coordinator to assure smooth implementation . the aew has to understand requirements from customers , to translate those requirements into implementation and to make sure that customers are satisfied . the application engineer warranty shall provide an insightful knowledge of the products . the major assignments are but not exclusive to • understand the products thoroughly • identify customer requirements ( understanding the claims • investigate warranty claims • assume necessary technical relationship with customers • participate in customer meeting • discuss with purchasing department or sub - suppliers to explain our requirements , if needed • coordinate with engineering department • formulate site plan and schedule to ensure customer ’ s deadlines are met • report results and current situation to customers ( investigation report , field service report , technical report and etc • notify r & d department of general / common faults • prepare task lists , equipments , instruments or other related tools for implementation • resolve customer issues or difficulties in a manner that is consistent with company mission , values and financial objective . other relevant information . period . 2021 - 06 - 11 to 2022 - 06 - 10 . placering : remote . timpris : 600 - 700 kr . are you available and the assignment seems interesting , click the "" apply now . before you respond to an assignment , make sure that your skills profile ( cv ) is updated , correct and clearly describing your suitability for the job . "
44,"Supply Chain Designer, Reference 23204","
Assignment Description and Requirements
As the Supply Chain Designer and Controller, you are part of developing the supply strategy, developing processes and the follow-up process performance. Process re-engineering in the supply chain during the product and service life cycle is also included.
The role includes reviewing and analyzing the Financial Result in supply, delivering actionable items and recommendations based on findings.

You need to have a very strong process knowledge to support management in the design of improvements that can increase efficiency and automation.

We are looking for you with the following skills:
• Deep knowledge of the order management processes
• Good understanding of the E2E supply processes
• Expertise in SAP R3 (MM, SD, PS,....) or S4HANA
• Excellent skills driving workshops and leading discussions
• Previous experience in similar roles: documenting processes, implementation, preparing supporting material, driving change management,....
• English spoken and written

English only is sufficient language skill for this assignment
"," . assignment description and requirements . as the supply chain designer and controller , you are part of developing the supply strategy , developing processes and the follow - up process performance . process re - engineering in the supply chain during the product and service life cycle is also included . the role includes reviewing and analyzing the financial result in supply , delivering actionable items and recommendations based on findings . you need to have a very strong process knowledge to support management in the design of improvements that can increase efficiency and automation . we are looking for you with the following skills • deep knowledge of the order management processes • good understanding of the e2e supply processes • expertise in sap r3 ( mm , sd , ps ) or s4hana • excellent skills driving workshops and leading discussions • previous experience in similar roles : documenting processes , implementation , preparing supporting material , driving change management • english spoken and written . english only is sufficient language skill for this assignment . "
45,"Product owner / developer Gitlab, Reference 23226","
Assignment Description and Requirements
We are looking for a Gitlab product owner/developer for our customer in Mälardalen working within automotive industry

You should have at least 3-4 years of experience within the areas below

Eperience/Skills:
Gitlab - expected senior competence on architectural and maintenance level
DevSecOps
Cloud Infrastructure as code (IaC)
Agile way of working

Good to have:
Python experience

English only is sufficient language skill for this assignment
Other relevant information
Are you available and the assignment seems interesting, click the ""Apply now"". Before you respond to an assignment, make sure that your skills profile (CV) is updated, correct and clearly describing your suitability for the job."," . assignment description and requirements . we are looking for a gitlab product owner / developer for our customer in mälardalen working within automotive industry . you should have at least 3 - 4 years of experience within the areas below . eperience / skills . gitlab - expected senior competence on architectural and maintenance level . devsecops . cloud infrastructure as code ( iac . agile way of working . good to have . python experience . english only is sufficient language skill for this assignment . other relevant information . are you available and the assignment seems interesting , click the "" apply now . before you respond to an assignment , make sure that your skills profile ( cv ) is updated , correct and clearly describing your suitability for the job . "
46,"Test Engineer in Automotive, HIL-rigs for automation testing (3-6 HC), Referens 20431","Ansök här
Uppdragsbeskrivning och krav
Competence and experience
The candidates need to have proven skills in:
• Test Automation
• HIL testing
• Automotive domain, preferably within Infotainment area including Diagnose, FlexRay, Ethernet,
CAN
• CAPL, CANoe/CANalyzer and WireShark
• Robot framework
• CI including Jenkins
• Linux as main operating system

It is highly meritorious to have background in
• Python programming
• SAFe

Övrig relevant information
Är du tillgänglig och uppdraget känns intressant, klicka på knappen ""Ansök här"". Innan du svarar på ett uppdrag, var noga med att din kompetensprofil (CV) är uppdaterad, korrekt och tydligt beskriver att du är lämplig för uppdraget.","ansök här . uppdragsbeskrivning och krav . competence and experience . the candidates need to have proven skills in • test automation • hil testing • automotive domain , preferably within infotainment area including diagnose , flexray , ethernet . can • capl , canoe / canalyzer and wireshark • robot framework • ci including jenkins • linux as main operating system . it is highly meritorious to have background in • python programming • safe . övrig relevant information . är du tillgänglig och uppdraget känns intressant , klicka på knappen "" ansök här . innan du svarar på ett uppdrag , var noga med att din kompetensprofil ( cv ) är uppdaterad , korrekt och tydligt beskriver att du är lämplig för uppdraget . "
47,"System Verification Engineer, Referens 21707","Ansök här
Uppdragsbeskrivning och krav
Analyze quality cases and ensure the following activities are carried on:
- Root Cause analysis are performed for each case (analysis of logs)
- Assign solving responsible team
- Ensure verification activities are carried on/perform verification when needed
- Report progress to the EPSM train management

Experiences and skills:
- Project management experience

- Experience from managing/coordinating activities carried on by many teams and cross-organizations

- Result oriented, challenging the current normal

- Communicates effectively - Is effective in a variety of communication settings: one-on-one, small and large groups, or among diverse styles and position levels. Attentively listens to others. Adjusts to fit the audience and the message. Provides timely and helpful information to others across the organization.

- Plans and aligns - Focuses on highest priorities and sets aside less critical tasks. Lays out a thorough schedule and steps for achieving objectives. Looks for obstacles and develops excellent contingency plans. Uses milestones to diligently track and manage the progress of the work.

- Fluent in english, verbal and written

Personal attributes:
- Ability to take decisions based upon facts and engineering judgement
- Engagement & inspire – drive for results and performance excellence in teams
- Confidence – believe in own ability to influence positive outcome
- Drives for results and customer value
- Structured and creative
- Passionate about networking across all functions to achieve shared objectives

English only is sufficient language skill for this assignment
Övrig relevant information
Är du tillgänglig och uppdraget känns intressant, klicka på knappen ""Ansök här"". Innan du svarar på ett uppdrag, var noga med att din kompetensprofil (CV) är uppdaterad, korrekt och tydligt beskriver att du är lämplig för uppdraget.

","ansök här . uppdragsbeskrivning och krav . analyze quality cases and ensure the following activities are carried on - root cause analysis are performed for each case ( analysis of logs - assign solving responsible team - ensure verification activities are carried on / perform verification when needed - report progress to the epsm train management . experiences and skills - project management experience - experience from managing / coordinating activities carried on by many teams and cross - organizations - result oriented , challenging the current normal - communicates effectively - is effective in a variety of communication settings : one - on - one , small and large groups , or among diverse styles and position levels . attentively listens to others . adjusts to fit the audience and the message . provides timely and helpful information to others across the organization - plans and aligns - focuses on highest priorities and sets aside less critical tasks . lays out a thorough schedule and steps for achieving objectives . looks for obstacles and develops excellent contingency plans . uses milestones to diligently track and manage the progress of the work - fluent in english , verbal and written . personal attributes - ability to take decisions based upon facts and engineering judgement - engagement & inspire – drive for results and performance excellence in teams - confidence – believe in own ability to influence positive outcome - drives for results and customer value - structured and creative - passionate about networking across all functions to achieve shared objectives . english only is sufficient language skill for this assignment . övrig relevant information . är du tillgänglig och uppdraget känns intressant , klicka på knappen "" ansök här . innan du svarar på ett uppdrag , var noga med att din kompetensprofil ( cv ) är uppdaterad , korrekt och tydligt beskriver att du är lämplig för uppdraget . "
48,"Electronic designer, Referens 19485","Ansök här
Uppdragsbeskrivning och krav
To our client a well know tier 1 supplier to all major Commercial Vehicle OEM we are now looking for a consultant.

Profile:
Electronics designer w +5y experience.
Schematic design
PCB and manufacturing.
Vehicle electronics
Experience of complex analog design, EMC, ESD, high speed signals, complex PCB-A and general digital design.

Övrig relevant information
Är du tillgänglig och uppdraget känns intressant, klicka på knappen ""Ansök här"". Innan du svarar på ett uppdrag, var noga med att din kompetensprofil (CV) är uppdaterad, korrekt och tydligt beskriver att du är lämplig för uppdraget.","ansök här . uppdragsbeskrivning och krav . to our client a well know tier 1 supplier to all major commercial vehicle oem we are now looking for a consultant . profile . electronics designer w +5y experience . schematic design . pcb and manufacturing . vehicle electronics . experience of complex analog design , emc , esd , high speed signals , complex pcb - a and general digital design . övrig relevant information . är du tillgänglig och uppdraget känns intressant , klicka på knappen "" ansök här . innan du svarar på ett uppdrag , var noga med att din kompetensprofil ( cv ) är uppdaterad , korrekt och tydligt beskriver att du är lämplig för uppdraget . "
49,"EMC Engineer, Reference 22066","Apply here
Assignment Description and Requirements
Our client propulsion department is looking for an EMC engineer to take responsibility
for EMC performance in our different propulsion systems.
Our scope is Electric Motors, Inverters, Traction Batteries, Chargers, DC/DC etc…

Main Responsibilities
Ensure that our systems will pass component and complete vehicle certification.
That the EMC requirements are relevant, correct and understood in the projects.
Secure that all relevant EMC certification and homologation is prepared
Help the project team in good design and test planning
Prepare test plans and lead EMC testing at different sites.
Both design tests and verification tests

English only is sufficient language skill for this assignment
Other relevant information
Deliveries
Design guidelines, design alternatives, reviews, test plans, analysis of test results.
Prepare documentation for certification

Competence Specification
Good knowledge about global automotive standards regarding EMC
Long experience in good design for emissions, immunity, filter designs
Experience from different test methods
Can take full responsibility for test programs, both engineering and certification tests.

Are you available and the assignment seems interesting, click the ""Apply now"". Before you respond to an assignment, make sure that your skills profile (CV) is updated, correct and clearly describing your suitability for the job.
","apply here . assignment description and requirements . our client propulsion department is looking for an emc engineer to take responsibility . for emc performance in our different propulsion systems . our scope is electric motors , inverters , traction batteries , chargers , dc / dc etc . main responsibilities . ensure that our systems will pass component and complete vehicle certification . that the emc requirements are relevant , correct and understood in the projects . secure that all relevant emc certification and homologation is prepared . help the project team in good design and test planning . prepare test plans and lead emc testing at different sites . both design tests and verification tests . english only is sufficient language skill for this assignment . other relevant information . deliveries . design guidelines , design alternatives , reviews , test plans , analysis of test results . prepare documentation for certification . competence specification . good knowledge about global automotive standards regarding emc . long experience in good design for emissions , immunity , filter designs . experience from different test methods . can take full responsibility for test programs , both engineering and certification tests . are you available and the assignment seems interesting , click the "" apply now . before you respond to an assignment , make sure that your skills profile ( cv ) is updated , correct and clearly describing your suitability for the job . "
50,"SW Developer Java/C++, Reference 23470","Apply here
Assignment Description and Requirements
We are looking for you who
• Have a Master’s degree in a relevant discipline or the equivalent working experience
• Have experience in software engineering
• Have good skills in programming with Java, C++ and Python
• Have knowledge about Jenkins and Git and Docker
• Like to work with latest technologies close to hardware
• Have understanding of agile development
• Are fluent in Swedish and English
• Like work in an international business environment
• Are a proactive and reliable team player with good communications skills
• Have experience from machine learning and cyber security is a plus
The position entails working with classified information.

Other relevant information
Please apply stating your current citizenship(s).

Are you available and the assignment seems interesting, click the ""Apply now"". Before you respond to an assignment, make sure that your skills profile (CV) is updated, correct and clearly describing your suitability for the job.


","apply here . assignment description and requirements . we are looking for you who • have a master ’ s degree in a relevant discipline or the equivalent working experience • have experience in software engineering • have good skills in programming with java , c++ and python • have knowledge about jenkins and git and docker • like to work with latest technologies close to hardware • have understanding of agile development • are fluent in swedish and english • like work in an international business environment • are a proactive and reliable team player with good communications skills • have experience from machine learning and cyber security is a plus . the position entails working with classified information . other relevant information . please apply stating your current citizenship ( s . are you available and the assignment seems interesting , click the "" apply now . before you respond to an assignment , make sure that your skills profile ( cv ) is updated , correct and clearly describing your suitability for the job . "
51,"Software Developer - Angular, Web Services, REST API and (.DevOps), Reference 22341","Apply here
Assignment Description and Requirements
The client want to strengthen their team working with IT solutions for e-mobility production. Tasks include running maintenance, development and support for Front End solutions connected to back-end applications (Apriso, SAP, etc) and databases. The client is in a transformation journey with technology shifts and need to build a good foundation and keep up speed to deliver to their stakeholders.

The pace is high so you need to be stress-resistant and self going. Personal skills include:
Creative, Curious, Structured and a true team player. You should be able to deliver on your own, but need to be able to increase competence in those around you and create a good structure for the long term.

* Well experienced in Angular
* Well experienced in developing web services and REST APIs
* Experience in integration transformation, going from app-centric to data-centric
* Experience with application development and maintenance (preferably production systems, logistics systems)
* Knowledge of agile way of working
* .DevOps is meriting
* Fluent written and spoken in English is mandatory
* Preferably fluent written and spoken Swedish

The applicant has 2-10 years of relevant experience.

English only is sufficient language skill for this assignment
Other relevant information
Are you available and the assignment seems interesting, click the ""Apply now"". Before you respond to an assignment, make sure that your skills profile (CV) is updated, correct and clearly describing your suitability for the job.
","apply here . assignment description and requirements . the client want to strengthen their team working with it solutions for e - mobility production . tasks include running maintenance , development and support for front end solutions connected to back - end applications ( apriso , sap , etc ) and databases . the client is in a transformation journey with technology shifts and need to build a good foundation and keep up speed to deliver to their stakeholders . the pace is high so you need to be stress - resistant and self going . personal skills include . creative , curious , structured and a true team player . you should be able to deliver on your own , but need to be able to increase competence in those around you and create a good structure for the long term * well experienced in angular * well experienced in developing web services and rest apis * experience in integration transformation , going from app - centric to data - centric * experience with application development and maintenance ( preferably production systems , logistics systems * knowledge of agile way of working * . devops is meriting * fluent written and spoken in english is mandatory * preferably fluent written and spoken swedish . the applicant has 2 - 10 years of relevant experience . english only is sufficient language skill for this assignment . other relevant information . are you available and the assignment seems interesting , click the "" apply now . before you respond to an assignment , make sure that your skills profile ( cv ) is updated , correct and clearly describing your suitability for the job . "
52,"Engineering Project Lead, Drug Product , Reference 22819","
Assignment Description and Requirements
Drug Product Tech Transfer Lead

Essential Job Functions:
• Work with Drug Substance/Drug Product Technical Stewards and SMEs from R&D, Quality, Validation with customer and external partner sites to support technology transfer of drug substance processes (upstream and downstream) to external manufacturing sites.
• Support drafting, review and approval of tech transfer and manufacturing documentation such as risk assessments, gap analyses, batch records, standard operating procedures and sample plans.
• Serve as Manufacturing /Technical point of contact on specific workstreams/sub-projects, attending teleconferences with CMOS and internal teams, following up with stakeholders on action items etc.
• Update project dashboards/presentations with project status to provide timely communication of status to internal team. Proactively identify risks, and develop / implement work plans to manage / mitigate / communicate risk to senior technical transfer leads.
• Work with CMOs to compile and trend DS/DP manufacturing process data during manufacturing campaigns.
• Note: The team will be based in the US East Coast, CMOs receiving technology transfers are located in EU, and Far East. Will require ability to work flexible hours to support multiple global time zones.

Minimum Requirements:

Education/Experience
• Degree in an engineering or scientific discipline with experience in biopharmaceutical Manufacturing Science& Technology/ Manufacturing/ Process Engineering/ Quality. Prior experience in Drug Substance tech transfers preferred.

o B.S with 10+ years of experience
o M.S. with 6+ years of experience
o PhD with 4+ years of experience

Knowledge/Skills
• Strong knowledge of biologics manufacturing operations and equipment, with prior experience in Manufacturing, Technical Operations, MFG Science and Technology, or Quality.
• Ability to work on multiple projects and meet deadlines as needed; emphasis on results-oriented, strong planning and execution skills
• Strong communication skills, with the ability to collaborate in cross functional teams across multiple organizations
• Ability to work in a complex, dynamic, global environment

English only is sufficient language skill for this assignment"," . assignment description and requirements . drug product tech transfer lead . essential job functions • work with drug substance / drug product technical stewards and smes from r & d , quality , validation with customer and external partner sites to support technology transfer of drug substance processes ( upstream and downstream ) to external manufacturing sites • support drafting , review and approval of tech transfer and manufacturing documentation such as risk assessments , gap analyses , batch records , standard operating procedures and sample plans • serve as manufacturing / technical point of contact on specific workstreams / sub - projects , attending teleconferences with cmos and internal teams , following up with stakeholders on action items etc • update project dashboards / presentations with project status to provide timely communication of status to internal team . proactively identify risks , and develop / implement work plans to manage / mitigate / communicate risk to senior technical transfer leads • work with cmos to compile and trend ds / dp manufacturing process data during manufacturing campaigns • note : the team will be based in the us east coast , cmos receiving technology transfers are located in eu , and far east . will require ability to work flexible hours to support multiple global time zones . minimum requirements . education / experience • degree in an engineering or scientific discipline with experience in biopharmaceutical manufacturing science & technology / manufacturing / process engineering / quality . prior experience in drug substance tech transfers preferred . o b . s with 10+ years of experience . o m . s . with 6+ years of experience . o phd with 4+ years of experience . knowledge / skills • strong knowledge of biologics manufacturing operations and equipment , with prior experience in manufacturing , technical operations , mfg science and technology , or quality • ability to work on multiple projects and meet deadlines as needed ; emphasis on results - oriented , strong planning and execution skills • strong communication skills , with the ability to collaborate in cross functional teams across multiple organizations • ability to work in a complex , dynamic , global environment . english only is sufficient language skill for this assignment"
53,"SW developer C++, Reference 22758","
Assignment Description and Requirements
For a customer in Trollhättan we are looking for an experienced SW developer.

Required knowledge:
- Linux
- C/C++
- GIT

Meritous knowledge:
- Qt
- Jira
- Yocto
- Raspberry Pi
- Experience from automotive, CAN-kommunication
- Experience from agile work"," . assignment description and requirements . for a customer in trollhättan we are looking for an experienced sw developer . required knowledge - linux - c / c++ - git . meritous knowledge - qt - jira - yocto - raspberry pi - experience from automotive , can - kommunication - experience from agile work"
54,"AD System & Function Designer - Automotive, Referens 21798","Ansök här
Uppdragsbeskrivning och krav
We are looking for an engineer with +3 years of experience from in function and system design to help the team develop safe AD functions with desirability and robustness.

You will use your experience and competence to develop and define robust system designs and technical solutions to secure complete customer function behavior and attribute experience. You will collaborate with a large interface to other teams that needs to contribute to the development of the Highway Pilot function.

Agile, cross-functional and collaborative way of working is natural for you to reach high quality results in time. You are a committed and trusted team worker and the team’s achievements are essential to you.

Do you fit the profile?
We believe that you have:
• knowledge in ADAS functions from previous work (function development or verification) and driving
• experience from advanced function- and system designs, systemisation and modelling not limited to ADAS functions
• experience from requirement development and and decomposing of requirements on different abstraction layers
• experience from working with or contributing to architecture designs for systems involving SW, sensors and ECUs
• experience from systemization of safety critical functions and therefore knowledgeable in how to apply the standards ISO26262 and SOTIF
• MSc degree in Systems, control and mechatronics, Data Science, Computer engineering, Engineering Physics or equivalent from experience
• fluent in English, spoken and written


English only is sufficient language skill for this assignment
Övrig relevant information
Meritorious
• experience from Scrum or Kanban based teamwork

Är du tillgänglig och uppdraget känns intressant, klicka på knappen ""Ansök här"". Innan du svarar på ett uppdrag, var noga med att din kompetensprofil (CV) är uppdaterad, korrekt och tydligt beskriver att du är lämplig för uppdraget.

","ansök här . uppdragsbeskrivning och krav . we are looking for an engineer with +3 years of experience from in function and system design to help the team develop safe ad functions with desirability and robustness . you will use your experience and competence to develop and define robust system designs and technical solutions to secure complete customer function behavior and attribute experience . you will collaborate with a large interface to other teams that needs to contribute to the development of the highway pilot function . agile , cross - functional and collaborative way of working is natural for you to reach high quality results in time . you are a committed and trusted team worker and the team ’ s achievements are essential to you . do you fit the profile . we believe that you have • knowledge in adas functions from previous work ( function development or verification ) and driving • experience from advanced function - and system designs , systemisation and modelling not limited to adas functions • experience from requirement development and and decomposing of requirements on different abstraction layers • experience from working with or contributing to architecture designs for systems involving sw , sensors and ecus • experience from systemization of safety critical functions and therefore knowledgeable in how to apply the standards iso26262 and sotif • msc degree in systems , control and mechatronics , data science , computer engineering , engineering physics or equivalent from experience • fluent in english , spoken and written . english only is sufficient language skill for this assignment . övrig relevant information . meritorious • experience from scrum or kanban based teamwork . är du tillgänglig och uppdraget känns intressant , klicka på knappen "" ansök här . innan du svarar på ett uppdrag , var noga med att din kompetensprofil ( cv ) är uppdaterad , korrekt och tydligt beskriver att du är lämplig för uppdraget . "
55,"Embedded Software Developer with task leading experience , Reference 84003","Apply here
Assignment Description and Requirements
To our delivery organization, Customized Solutions, we are looking for a software developer with experience and interest in planning and leading tasks.

We are searching for a candidate with the following skills:
• Experience and interest in leading, planning and coordinating work.
• Embedded software development.
• Extensive experience in C++.
• Python.
• Git, Jenkins.
• Linux.
• Well accustomed to Agile way of working.

As a person you have/are:
• Strong communication skills and are highly collaborative.
• Problem solver and experienced in planning and taking lead in different tasks.

Other:
• The role will initially be carried out remotely but you should eventually be able to work in Solna, Stockholm.

English only is sufficient language skill for this assignment
Other relevant information
Are you available and the assignment seems interesting, click the ""Apply now"". Before you respond to an assignment, make sure that your skills profile (CV) is updated, correct and clearly describing your suitability for the job.
","apply here . assignment description and requirements . to our delivery organization , customized solutions , we are looking for a software developer with experience and interest in planning and leading tasks . we are searching for a candidate with the following skills • experience and interest in leading , planning and coordinating work • embedded software development • extensive experience in c++ • python • git , jenkins • linux • well accustomed to agile way of working . as a person you have / are • strong communication skills and are highly collaborative • problem solver and experienced in planning and taking lead in different tasks . other • the role will initially be carried out remotely but you should eventually be able to work in solna , stockholm . english only is sufficient language skill for this assignment . other relevant information . are you available and the assignment seems interesting , click the "" apply now . before you respond to an assignment , make sure that your skills profile ( cv ) is updated , correct and clearly describing your suitability for the job . "
